Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
2023,36.49,46.06,26276,,Dealer,Automatic,0
2007,33.53,35.44,175111,Diesel,Dealer,Automatic,1
2022,34.8,38.66,135059,Diesel,Dealer,Manual,0
2015,13.06,19.47,9330,CNG,Individual,Manual,0
2023,30.41,45.55,158045,Petrol,Dealer,Automatic,1
2022,29.59,39.68,196630,Petrol,Dealer,Manual,0
2008,17.42,37.78,150593,Petrol,Trustmark Dealer,Manual,0
2022,35.67,,76811,Petrol,Individual,Automatic,3
2020,12.41,18.94,49119,Petrol,Individual,Manual,0
2004,23.31,30.94,115619,Diesel,Individual,Manual,0
2008,32.41,45.59,159624,Diesel,Individual,Manual,0
2011,,39.75,38603,Petrol,Dealer,Automatic,1
2005,21.01,28.61,29940,Petrol,Individual,Automatic,2
2003,,4.73,178037,,Individual,Automatic,1
2003,16.72,32.98,9377,Petrol,Dealer,Manual,1
2021,20.67,26.8,63308,CNG,Dealer,Manual,0
2007,5.7,10.02,36961,Diesel,Dealer,Manual,0
2015,39.32,44.23,5928,CNG,Individual,Automatic,0
2021,9.08,,10604,Diesel,Dealer,Manual,1
2014,14.59,19.99,49029,Petrol,Individual,Manual,0
2018,24.25,33.95,94300,Diesel,Dealer,Manual,3
2021,12.69,24.95,145849,Petrol,Individual,Manual,0
2005,3.45,5.37,172436,Petrol,Trustmark Dealer,Manual,0
2014,15.42,19.98,53068,Petrol,Individual,Manual,0
2007,3.24,5.63,157663,Petrol,Individual,Manual,1
2004,4.79,10.35,193550,Petrol,Dealer,Automatic,0
2009,1.0,1.35,188275,Petrol,Individual,Manual,3
2015,5.17,9.88,163977,Petrol,Individual,Manual,3
2017,13.32,17.19,113236,CNG,Individual,Manual,0
2005,23.58,27.37,104949,Petrol,Individual,Automatic,0
2023,21.54,46.04,136333,,Dealer,Manual,0
2022,17.61,27.48,166775,Petrol,Individual,Automatic,0
2007,,35.57,189265,Petrol,Dealer,Manual,0
2010,13.86,18.53,38306,Diesel,Dealer,Automatic,1
2003,22.09,37.83,70962,Diesel,Individual,Automatic,0
2010,19.79,31.4,63432,,Individual,Manual,3
2020,9.57,23.53,133430,Petrol,Individual,Manual,2
2022,4.9,10.49,79959,Diesel,Individual,Automatic,0
2018,11.32,15.87,35537,Petrol,Individual,Manual,0
2020,16.3,31.43,28337,Petrol,Trustmark Dealer,Automatic,0
2022,10.49,21.88,126762,Diesel,Individual,Automatic,0
2014,25.79,44.58,130162,Diesel,Trustmark Dealer,Manual,1
2015,,12.51,64247,Petrol,Individual,Automatic,0
2015,1.98,4.58,92301,Petrol,,Manual,0
2012,16.62,29.88,178565,Diesel,Individual,Manual,0
2009,21.78,44.42,18576,Petrol,Individual,Automatic,0
2016,15.84,18.87,36584,Diesel,Individual,Manual,1
2018,14.22,32.74,40035,Petrol,Individual,Manual,1
2017,,12.34,94733,Petrol,Individual,Manual,0
2014,17.32,,155481,Petrol,Individual,Manual,0
2011,30.51,,136928,CNG,Dealer,Manual,2
2010,18.65,43.48,96980,Diesel,Individual,Manual,1
2020,5.57,6.15,88163,Diesel,Individual,Manual,1
2020,15.18,18.46,173257,Petrol,Dealer,Manual,1
2015,15.43,32.34,168817,Diesel,Trustmark Dealer,Automatic,0
2020,1.4,2.7,161784,Diesel,Individual,Manual,0
2017,26.28,34.84,13023,Petrol,Dealer,Manual,0
2006,24.37,26.87,126524,CNG,Dealer,Manual,2
2019,9.77,15.14,101187,Diesel,Individual,Automatic,0
2007,27.3,40.92,63919,CNG,Dealer,Manual,2
2018,8.07,15.21,1540,Diesel,Individual,Automatic,0
2011,30.28,49.58,9837,Diesel,Dealer,Manual,1
2012,,41.0,153257,CNG,Individual,Manual,0
2020,21.16,35.69,104030,Petrol,Individual,Manual,0
2019,1.65,4.01,65889,Diesel,Dealer,Manual,0
2020,19.15,45.31,155478,Petrol,Individual,Manual,1
2009,,39.71,193702,,Trustmark Dealer,Manual,0
2006,9.47,12.22,50054,Diesel,Individual,Manual,0
2007,11.76,20.22,182912,Diesel,Dealer,Automatic,0
2018,12.56,14.16,10046,Diesel,Individual,Manual,0
2005,26.9,49.24,53495,Petrol,Dealer,Manual,0
2020,26.47,42.86,41579,Petrol,Individual,Manual,0
2023,37.37,46.58,60821,Petrol,Dealer,Automatic,0
2016,32.08,39.65,96877,Petrol,Individual,Manual,0
2017,20.41,23.36,77668,Diesel,Dealer,Manual,0
2019,4.6,11.07,166247,Petrol,Individual,Automatic,0
2003,5.61,11.2,10012,Petrol,Dealer,Manual,0
2023,6.34,8.43,8030,Petrol,Individual,Manual,0
2019,16.29,27.79,123047,Petrol,Individual,Automatic,3
2013,19.54,46.08,144099,Diesel,Dealer,Manual,1
2019,35.84,49.6,94399,Diesel,Individual,Automatic,0
2016,9.29,15.08,19565,Petrol,Dealer,Manual,2
2022,,35.17,161362,Diesel,Individual,Manual,2
2021,16.5,30.26,102536,Petrol,Individual,Manual,0
2023,10.07,24.96,114921,Diesel,Individual,Manual,0
2009,16.82,33.62,157072,Petrol,Dealer,Automatic,0
2015,126.89999999999999,19.2,182775,CNG,Dealer,Manual,0
2020,26.08,47.28,165197,Petrol,Dealer,Manual,1
2016,31.33,35.57,143710,Diesel,Individual,Manual,0
2003,18.17,37.96,186352,Petrol,Individual,Automatic,2
2009,11.35,12.88,92122,Petrol,Trustmark Dealer,Automatic,0
2010,,9.26,58540,Petrol,Individual,Manual,1
2020,11.21,20.32,194652,Petrol,Individual,Manual,0
2011,21.88,38.57,10225,Diesel,Individual,Manual,1
2003,27.33,47.0,157509,Petrol,Dealer,Automatic,1
2019,14.89,21.94,97774,Diesel,Trustmark Dealer,Manual,1
2021,23.15,38.93,83268,Diesel,Dealer,Manual,1
2008,18.18,24.05,29353,Petrol,Individual,Manual,0
2005,9.81,,49531,,Individual,Automatic,0
2007,28.64,37.22,133730,CNG,,Manual,0
2004,29.38,,26150,Petrol,Dealer,Manual,1
2022,5.85,10.94,145387,Petrol,Dealer,Manual,0
2006,13.51,15.95,150275,,Trustmark Dealer,Manual,0
2012,21.19,25.24,122159,Petrol,Trustmark Dealer,Automatic,1
2012,9.57,10.14,39649,,Individual,Automatic,0
2023,23.08,46.51,171495,Petrol,Individual,Automatic,0
2013,25.97,,195689,CNG,Dealer,Manual,1
2018,6.1,6.94,21392,Petrol,Dealer,Manual,3
2019,7.55,10.02,138115,CNG,Dealer,Manual,0
2018,32.41,47.76,17867,Petrol,Dealer,Manual,1
2009,34.44,37.17,103216,Petrol,Dealer,Automatic,0
2018,34.58,36.99,132429,CNG,Dealer,Manual,0
2005,3.43,4.55,177512,Petrol,Individual,Manual,0
2018,26.82,44.87,156901,Petrol,Dealer,Manual,1
2010,19.32,22.74,127874,Petrol,Dealer,Manual,2
2014,14.97,33.33,173866,CNG,Individual,Automatic,0
2005,26.88,48.02,166030,Petrol,Dealer,Manual,1
2019,5.56,5.9,31408,Diesel,Dealer,Manual,0
2023,20.88,24.63,27279,Petrol,,Automatic,2
2020,3.14,3.43,161539,Petrol,Individual,Automatic,0
2013,18.53,25.48,103868,Petrol,,Automatic,1
2006,8.34,13.36,56131,CNG,Individual,Manual,0
2018,42.85,45.64,42452,Diesel,Dealer,Manual,3
2019,11.71,20.53,77855,Diesel,Individual,Manual,0
2011,26.18,32.06,158768,Petrol,Dealer,Manual,0
2008,30.51,43.15,64612,Petrol,Dealer,Manual,1
2022,25.86,49.2,28578,Diesel,Individual,Automatic,2
2004,10.52,25.69,2908,Diesel,Individual,Manual,3
2011,,23.33,99059,Diesel,Dealer,Automatic,0
2023,3.3,4.71,188939,Petrol,Individual,Automatic,0
2008,0.81,1.62,80368,,Dealer,Automatic,2
2005,19.36,30.83,143658,Petrol,Dealer,Automatic,0
2022,3.11,4.21,152792,Petrol,Dealer,Manual,1
2008,15.58,19.64,71940,CNG,Trustmark Dealer,Automatic,0
2009,0.51,1.18,88878,Diesel,Dealer,Manual,1
2003,23.84,31.15,133697,Petrol,Individual,Automatic,0
2003,9.42,21.85,98543,Diesel,Dealer,Automatic,1
2007,3.0,7.22,170258,Petrol,Individual,Manual,1
2008,7.51,15.52,169226,Petrol,Individual,Automatic,1
2015,21.96,28.91,166229,Diesel,Dealer,Manual,1
2004,14.24,33.18,187133,Petrol,Individual,Manual,0
2017,9.73,23.65,18871,Petrol,Individual,Manual,1
2017,18.78,40.39,130742,Petrol,Dealer,Automatic,1
2015,6.0,6.51,113961,Petrol,Individual,Automatic,1
2016,4.62,5.14,56653,Petrol,Dealer,Manual,2
2009,1.42,3.17,141180,Diesel,Individual,Manual,0
2016,15.46,27.26,116398,Petrol,Individual,Manual,1
2012,32.8,35.61,35984,Petrol,Dealer,Manual,2
2019,,7.4,64478,Diesel,Individual,Manual,0
2016,14.61,32.31,25290,Diesel,Dealer,Manual,1
2010,10.9,24.37,146505,Diesel,Dealer,Manual,0
2006,46.27,49.38,169671,Petrol,Individual,Automatic,0
2018,,36.16,142890,Petrol,,Manual,0
2015,17.21,33.22,7984,Diesel,Dealer,Manual,1
2022,12.31,28.95,173432,Petrol,Dealer,Manual,0
2020,46.42,49.87,67286,Petrol,Individual,Manual,0
2016,31.09,49.04,6594,Diesel,Dealer,Manual,0
2020,19.96,27.37,194332,Petrol,Dealer,Manual,0
2007,12.9,23.3,139243,CNG,Dealer,Manual,1
2011,19.32,23.64,97624,Diesel,,Automatic,0
2005,11.18,21.99,117575,Diesel,Individual,Manual,2
2010,22.52,27.04,51570,Diesel,Individual,Manual,0
2022,7.59,14.41,118291,Petrol,Individual,Manual,0
2012,21.06,46.41,96350,Diesel,Individual,Manual,0
2021,16.6,25.02,184995,Diesel,Dealer,Manual,3
2023,35.81,42.26,129742,Petrol,Individual,Manual,0
2005,14.86,24.29,120788,,Individual,Manual,0
2013,15.05,36.2,63405,Diesel,Individual,Manual,1
2013,12.33,17.51,112606,CNG,,Manual,0
2019,24.48,31.62,63653,Diesel,Trustmark Dealer,Manual,0
2018,20.52,25.42,142282,Petrol,Individual,Manual,0
2009,,18.99,60380,Petrol,Trustmark Dealer,Automatic,0
2006,20.04,44.2,174677,Petrol,Individual,Manual,0
2021,,6.52,102791,Petrol,Dealer,Manual,0
2014,14.45,24.86,121598,Petrol,Individual,Manual,1
2017,9.69,10.52,162897,Petrol,Dealer,Automatic,3
2013,29.22,43.19,121996,Diesel,Dealer,Manual,1
2007,8.85,13.42,120421,Petrol,Individual,Manual,0
2007,18.26,32.04,165863,,Dealer,Automatic,0
2017,,9.11,76237,Petrol,Dealer,Manual,0
2020,14.21,20.84,93150,Diesel,Individual,Automatic,0
2013,25.63,45.07,81202,CNG,Dealer,Manual,0
2014,8.14,9.14,71775,Diesel,Dealer,Manual,1
2004,,33.5,85266,Petrol,Individual,Manual,1
2022,6.18,11.02,67391,Petrol,Dealer,Automatic,1
2017,10.37,21.37,75894,Diesel,Individual,Manual,0
2022,21.16,27.49,51817,Petrol,Individual,Manual,0
2006,12.13,29.29,70574,CNG,,Manual,0
2020,19.76,,43932,Petrol,Dealer,Manual,2
2008,22.74,32.37,64404,Petrol,Individual,Manual,1
2021,8.4,14.32,21071,Petrol,Dealer,Automatic,0
2013,16.79,20.67,176400,Diesel,Individual,Manual,0
2004,2.18,2.83,54694,Petrol,,Manual,0
2010,,38.67,1733,Petrol,Individual,Manual,3
2013,28.57,42.02,62127,Petrol,Individual,Automatic,0
2007,7.49,,167761,Petrol,Individual,Automatic,0
2020,5.82,10.87,176361,CNG,Individual,Automatic,0
2020,1.87,3.06,79345,Petrol,Dealer,Manual,0
2016,20.14,48.55,145758,Petrol,Individual,Manual,3
2012,31.59,40.55,70034,Petrol,Individual,Manual,0
2005,10.67,18.67,108620,Petrol,Individual,Manual,0
2011,17.16,24.61,136789,Petrol,Individual,Manual,0
2005,8.27,15.31,5854,Petrol,Dealer,Automatic,0
2013,22.44,30.26,101162,Diesel,Dealer,Manual,1
2014,23.36,36.15,109787,,Individual,Manual,0
2014,15.24,22.92,15358,Petrol,,Automatic,0
2005,40.24,43.81,153929,Diesel,Dealer,Automatic,1
2023,,26.33,5960,CNG,Dealer,Automatic,0
2009,4.39,8.07,168355,Petrol,Individual,Manual,1
2016,,31.49,27576,Petrol,Individual,Automatic,0
2013,15.53,23.65,92909,Diesel,Dealer,Manual,0
2009,39.23,46.85,19700,,Individual,Automatic,0
2023,17.34,20.2,175612,Petrol,Individual,Manual,0
2012,11.53,20.74,52166,Petrol,Dealer,Manual,0
2013,28.01,32.89,48417,Petrol,Dealer,Manual,0
2017,13.38,26.82,20412,Petrol,Trustmark Dealer,Automatic,1
2021,15.86,19.35,98760,Diesel,Dealer,Manual,0
2018,26.57,49.5,60291,Diesel,Individual,Automatic,1
2023,8.91,15.81,92255,Diesel,,Manual,1
2022,12.69,14.6,136303,Petrol,Dealer,Manual,0
2014,27.36,43.36,8521,Petrol,Dealer,Manual,0
2020,1.11,1.17,196641,Diesel,Individual,Manual,0
2015,5.25,10.86,124815,,Individual,Automatic,0
2007,19.6,29.93,12349,Diesel,Dealer,Manual,1
2006,7.19,8.96,33768,Diesel,,Automatic,0
2016,19.87,49.3,96168,Diesel,Individual,Manual,0
2010,11.48,,63985,Diesel,Dealer,Manual,1
2011,12.45,30.27,8611,Diesel,Individual,Automatic,1
2021,8.38,8.86,20012,Petrol,Dealer,Automatic,0
2005,12.42,,50725,,Individual,Manual,0
2007,18.84,31.12,2548,Petrol,Individual,Manual,0
2023,13.57,,91297,CNG,Individual,Manual,0
2020,17.73,39.43,146060,Petrol,Dealer,Manual,0
2003,9.83,,95729,Petrol,Individual,Manual,1
2010,309.3,33.02,193258,Diesel,Individual,Manual,0
2021,11.77,15.26,15497,Diesel,Individual,Manual,1
2019,17.87,29.75,131337,Diesel,Individual,Manual,0
2019,20.7,30.65,151948,Petrol,Trustmark Dealer,Manual,0
2013,6.62,6.97,158891,Diesel,Individual,Manual,0
2004,19.11,27.88,139911,Petrol,Dealer,Manual,0
2008,1.47,1.58,39457,Petrol,Individual,Automatic,2
2016,,25.56,117584,CNG,Dealer,Manual,0
2005,28.02,35.18,118143,Diesel,,Automatic,0
2014,3.4,4.57,109296,Petrol,Individual,Manual,0
2006,36.52,47.0,129919,Petrol,Trustmark Dealer,Manual,1
2014,16.76,23.48,62976,Diesel,Trustmark Dealer,Manual,1
2015,19.93,46.98,11275,Diesel,Individual,Automatic,1
2004,3.02,6.26,39151,Petrol,Individual,Manual,0
2004,43.14,47.55,35173,Diesel,Individual,Manual,0
2017,3.35,6.35,94800,Diesel,Dealer,Manual,0
2019,22.34,23.61,44612,Petrol,Individual,Manual,1
2009,36.34,46.96,16960,Petrol,Individual,Automatic,3
2016,7.99,12.4,5538,Petrol,Individual,Manual,0
2014,2.45,2.7,51338,Diesel,,Manual,0
2019,33.37,39.86,29709,Petrol,Dealer,Manual,0
2016,192.10000000000002,30.2,134211,,Individual,Manual,0
2008,11.46,26.18,167518,Diesel,Dealer,Automatic,0
2021,2.35,2.68,168634,Diesel,Dealer,Manual,1
2008,27.09,33.01,151175,Petrol,Dealer,Manual,0
2020,7.86,9.41,48204,Petrol,Trustmark Dealer,Manual,1
2007,37.76,46.63,25432,Diesel,Individual,Automatic,0
2008,,34.6,169442,Diesel,Individual,Manual,1
2004,31.09,35.64,126211,Petrol,Dealer,Automatic,2
2010,4.98,12.4,152413,Petrol,Dealer,Manual,2
2017,23.43,44.16,7069,Diesel,Dealer,Manual,0
2017,11.64,27.35,145365,Petrol,Individual,Manual,1
2013,19.82,43.0,99582,Diesel,,Automatic,1
2003,9.89,14.28,101895,Petrol,Dealer,Manual,0
2020,15.99,38.02,124529,Diesel,Dealer,Manual,0
2014,14.57,29.15,131640,Petrol,Dealer,Manual,3
2014,1.78,3.37,159626,Diesel,Individual,Manual,1
2013,15.86,20.86,99658,Petrol,Individual,Manual,0
2010,6.59,10.01,114982,,Individual,Automatic,0
2009,12.13,18.6,85162,Petrol,Individual,Manual,0
2023,16.27,19.78,38667,Diesel,Dealer,Manual,0
2004,15.8,24.27,52632,Petrol,Individual,Manual,2
2013,17.99,30.41,99861,Petrol,Dealer,Manual,0
2012,26.93,28.98,47106,CNG,Dealer,Manual,0
2005,1.18,2.91,70022,Petrol,Dealer,Automatic,0
2022,21.46,37.78,83081,Petrol,Dealer,Manual,2
2012,34.93,47.51,131891,Diesel,,Manual,3
2020,15.02,18.09,89164,Diesel,Individual,Automatic,0
2016,8.33,9.81,116386,Petrol,,Manual,1
2020,11.68,27.46,109469,Diesel,Individual,Manual,3
2010,28.08,35.54,70080,Petrol,Individual,Automatic,0
2012,27.28,34.27,86697,Petrol,Individual,Manual,0
2015,16.04,30.99,167045,Petrol,Dealer,Automatic,0
2023,3.77,8.17,387520,Petrol,,Manual,0
2010,34.12,42.0,130942,Petrol,Individual,Automatic,0
2006,11.74,21.86,51184,Petrol,Dealer,Manual,1
2006,4.75,11.85,61854,Petrol,Individual,Automatic,3
2007,2.74,5.23,88936,Petrol,Individual,Automatic,0
2003,8.93,21.42,71455,Petrol,Trustmark Dealer,Manual,0
2019,16.8,31.28,187198,Petrol,Individual,Automatic,0
2004,19.63,33.6,117521,Petrol,Dealer,Manual,0
2010,26.46,48.17,78934,Petrol,Individual,Manual,0
2009,7.7,8.5,89904,Diesel,Dealer,Manual,0
2017,26.03,49.3,154802,Diesel,Dealer,Manual,0
2007,21.74,33.08,19167,Diesel,Individual,Automatic,0
2004,21.55,23.26,186408,Diesel,Trustmark Dealer,Manual,0
2009,39.34,44.52,64178,Petrol,Trustmark Dealer,Manual,0
2010,19.97,35.03,18568,Diesel,,Manual,1
2009,10.48,18.09,73369,Diesel,Dealer,Automatic,0
2009,32.19,44.32,60657,Petrol,Individual,Automatic,0
2016,30.46,33.66,1571,CNG,Dealer,Automatic,0
2023,14.29,35.24,169140,Petrol,Dealer,Manual,0
2020,27.68,44.92,21122,Petrol,Individual,Manual,0
2008,19.92,22.97,132655,Petrol,,Automatic,0
2006,20.77,33.19,123011,Diesel,Individual,Automatic,0
2012,29.84,37.49,193961,CNG,Individual,Manual,0
2020,18.14,,189477,CNG,Individual,Automatic,1
2014,2.61,5.09,154035,Petrol,Individual,Automatic,1
2018,25.11,38.8,103874,Diesel,,Manual,0
2009,2.38,3.34,29364,Petrol,Individual,Automatic,0
2008,28.71,36.18,72227,Petrol,Dealer,Automatic,0
2007,,45.63,76861,Diesel,Individual,Manual,0
2005,14.72,18.0,90950,,Individual,Manual,0
2014,,6.0,6126,Petrol,Dealer,Automatic,0
2017,9.54,12.41,93144,Petrol,Individual,Manual,0
2012,19.23,28.55,4762,Petrol,Dealer,Automatic,2
2022,33.77,47.19,75720,Petrol,Individual,Manual,0
2021,,26.1,68078,Petrol,Individual,Automatic,0
2018,5.17,6.52,117363,Petrol,,Manual,0
2013,24.48,31.76,79349,Petrol,Trustmark Dealer,Manual,0
2010,26.53,36.91,148489,Petrol,Dealer,Manual,2
2005,17.71,20.27,193377,Diesel,Individual,Automatic,0
2009,16.58,36.35,17294,Diesel,Individual,Manual,1
2009,9.57,,69335,Diesel,Individual,Automatic,0
2016,26.67,39.67,123184,Diesel,Individual,Manual,1
2004,16.42,17.71,73459,Petrol,,Manual,0
2012,5.96,13.55,51209,Diesel,Individual,Automatic,0
2021,25.8,44.08,7938,CNG,,Manual,2
2011,25.35,27.88,123285,Petrol,Individual,Automatic,1
2018,13.38,14.97,105875,Petrol,Individual,Manual,2
2021,,46.82,175993,Diesel,Dealer,Automatic,0
2020,19.85,34.85,136460,Petrol,,Manual,1
2011,10.22,11.81,1383260,CNG,Dealer,Manual,0
2018,21.1,31.12,8247,Diesel,Dealer,Manual,0
2015,32.34,43.65,23575,Petrol,Individual,Manual,0
2012,18.66,35.11,21146,Petrol,Trustmark Dealer,Manual,0
2022,10.24,12.99,23371,Diesel,Individual,Manual,0
2016,19.03,32.79,93243,Petrol,Individual,Automatic,0
2014,18.46,31.34,108102,Diesel,Trustmark Dealer,Automatic,0
2021,30.93,41.22,52507,Petrol,Dealer,Automatic,0
2009,5.18,9.73,27875,CNG,Dealer,Manual,1
2017,18.47,35.28,14792,Petrol,Dealer,Manual,0
2018,1.41,2.34,180795,Diesel,Individual,Manual,0
2010,29.07,35.11,84253,Petrol,Dealer,Manual,0
2012,25.16,48.06,86928,Petrol,Individual,Manual,0
2006,7.96,9.55,85393,Diesel,Dealer,Automatic,1
2021,,16.25,72679,Petrol,Dealer,Manual,0
2021,22.86,29.56,192973,Petrol,Dealer,Automatic,0
2023,24.39,36.89,150542,Petrol,Individual,Manual,1
2017,14.48,17.87,20734,Petrol,Individual,Manual,1
2016,13.67,33.55,145175,Petrol,Trustmark Dealer,Manual,2
2003,25.6,45.06,48728,Diesel,Individual,Manual,1
2018,28.31,36.6,91487,Petrol,Dealer,Manual,1
2012,33.8,35.84,199560,Petrol,Individual,Manual,1
2021,7.92,,168550,Petrol,Individual,Manual,0
2005,31.07,45.66,182917,Diesel,Dealer,Manual,1
2007,13.25,14.59,31766,Diesel,Individual,Manual,0
2011,9.68,11.06,176587,Petrol,Dealer,Manual,1
2020,7.78,18.85,46240,Diesel,Dealer,Manual,0
2013,22.71,32.86,163360,Diesel,Dealer,Manual,0
2018,17.39,43.22,68310,Petrol,Trustmark Dealer,Manual,0
2004,6.23,7.47,116261,Petrol,Individual,Manual,1
2014,23.3,40.88,38432,Petrol,Dealer,Manual,0
2008,33.52,40.83,121050,Petrol,Trustmark Dealer,Manual,1
2013,,29.76,105775,,,Manual,0
2010,35.85,38.27,23497,Petrol,Individual,Manual,0
2014,8.84,9.91,29283,Petrol,Individual,Automatic,0
2004,4.77,,113597,Petrol,Dealer,Manual,0
2011,21.94,43.28,173184,Diesel,Individual,Manual,0
2017,18.91,25.41,173760,Petrol,Individual,Automatic,0
2004,9.12,13.05,113039,Petrol,Trustmark Dealer,Manual,0
2003,,34.75,76280,CNG,Individual,Automatic,2
2012,27.51,44.7,70199,Petrol,Dealer,Manual,0
2004,28.74,31.98,192983,Petrol,Individual,Automatic,1
2014,16.11,18.02,13463,Diesel,Individual,Manual,0
2010,12.64,24.68,89614,Diesel,Individual,Manual,1
2007,23.1,37.86,170981,Petrol,Dealer,Manual,1
2003,3.05,4.31,138232,Diesel,Individual,Automatic,1
2017,10.12,,111840,CNG,Dealer,Automatic,0
2008,,23.67,28682,Petrol,Dealer,Manual,2
2014,28.54,30.61,128776,Petrol,Individual,Automatic,0
2010,14.79,17.62,106446,Diesel,Dealer,Manual,1
2015,14.44,,97401,Petrol,Individual,Manual,1
2021,,3.03,153477,Petrol,Dealer,Manual,3
2003,2.3,2.6,171148,Diesel,Trustmark Dealer,Manual,0
2013,12.56,14.66,141398,Petrol,Individual,Automatic,0
2022,14.56,26.99,169582,Petrol,Dealer,Manual,0
2003,14.87,28.26,86065,Petrol,,Automatic,2
2010,22.07,25.21,25527,Diesel,Dealer,Automatic,0
2007,9.41,21.08,102019,Petrol,Individual,Manual,0
2019,8.35,13.36,42313,Diesel,Dealer,Automatic,0
2010,17.56,20.63,22777,Diesel,Dealer,Automatic,0
2012,6.61,7.8,63382,Petrol,Trustmark Dealer,Automatic,0
2004,3.17,6.65,174334,CNG,Dealer,Manual,1
2011,10.49,15.7,37499,CNG,Individual,Automatic,0
2005,,49.77,16390,Petrol,Dealer,Manual,0
2020,9.83,17.0,177653,Petrol,Individual,Manual,0
2009,42.41,46.89,1177060,Petrol,Dealer,Manual,1
2017,15.35,20.22,18921,Petrol,,Automatic,1
2023,21.14,22.51,172932,Petrol,Dealer,Manual,1
2022,17.5,40.06,33945,Petrol,Dealer,Manual,1
2020,3.45,5.59,150832,Petrol,,Manual,2
2005,8.53,9.93,172578,Petrol,Trustmark Dealer,Manual,0
2016,30.81,48.72,188055,Petrol,Individual,Manual,2
2004,14.03,25.79,4243,Petrol,Dealer,Manual,0
2016,3.01,3.17,135738,Petrol,Dealer,Manual,0
2013,2.92,3.32,20411,Petrol,Individual,Manual,0
2018,31.84,,84940,CNG,Trustmark Dealer,Manual,0
2010,31.04,43.79,192198,Petrol,,Manual,0
2009,9.47,23.46,24586,CNG,Dealer,Automatic,2
2013,8.46,9.0,81168,Petrol,Individual,Manual,0
2005,,41.68,68510,Diesel,Dealer,Manual,1
2019,7.11,16.91,59862,Petrol,Individual,Manual,1
2016,10.7,21.53,2258,Diesel,Trustmark Dealer,Automatic,0
2008,29.33,34.44,106356,Petrol,,Manual,0
2010,,18.32,20494,CNG,Dealer,Manual,0
2007,29.19,31.8,43202,Petrol,Individual,Manual,0
2010,42.16,44.38,145600,Petrol,Individual,Automatic,1
2004,,40.07,85673,Petrol,Dealer,Automatic,0
2017,15.89,19.7,118363,Diesel,Individual,Manual,0
2014,10.09,15.11,129839,CNG,Individual,Automatic,1
2019,6.68,14.99,81544,Petrol,Dealer,Manual,3
2003,14.5,18.08,78400,Diesel,Dealer,Manual,0
2017,15.57,25.18,132028,Diesel,Dealer,Manual,1
2016,,21.41,99723,Petrol,Trustmark Dealer,Automatic,0
2022,4.22,7.52,108148,Diesel,Individual,Automatic,1
2018,4.8,9.01,61589,,Individual,Manual,0
2011,10.29,17.8,163504,Petrol,Dealer,Manual,3
2003,24.19,28.54,147274,Diesel,,Manual,0
2019,19.06,30.04,79637,Petrol,Dealer,Manual,3
2015,14.18,24.82,128088,Diesel,Individual,Manual,1
2023,23.74,37.2,17238,Diesel,Individual,Automatic,2
2023,15.51,37.13,12179,Diesel,Individual,Manual,1
2007,19.53,,31793,Petrol,Dealer,Automatic,2
2012,4.99,7.1,9004,,Dealer,Manual,1
2008,12.35,26.98,115462,Petrol,Trustmark Dealer,Manual,2
2021,11.0,19.69,22116,CNG,Trustmark Dealer,Automatic,0
2015,7.3,7.76,125439,Petrol,Individual,Automatic,2
2003,35.66,49.11,87047,Petrol,Dealer,Manual,0
2022,10.71,19.12,114917,Petrol,Individual,Manual,1
2017,20.09,,32856,Petrol,Individual,Manual,1
2016,13.56,25.02,3488,Petrol,Individual,Manual,1
2010,,8.0,84432,Petrol,Individual,Automatic,1
2012,3.21,3.72,72152,Petrol,Dealer,Automatic,0
2011,17.76,31.66,117331,CNG,Individual,Automatic,1
2019,11.28,13.1,33791,Diesel,Dealer,Manual,0
2011,8.58,12.94,101641,Diesel,Dealer,Automatic,0
2005,23.97,47.89,32027,Petrol,Dealer,Manual,1
2013,19.87,23.63,144663,Diesel,Dealer,Manual,1
2014,1.48,2.44,5726,CNG,Individual,Manual,1
2012,13.93,17.65,5133,CNG,Individual,Manual,1
2019,,29.64,187753,Petrol,Individual,Manual,0
2019,15.9,17.1,67280,Diesel,Individual,Automatic,0
2013,1.04,2.32,64044,Petrol,Trustmark Dealer,Manual,0
2006,9.21,22.77,87097,Petrol,Trustmark Dealer,Manual,0
2009,4.34,6.19,161885,Petrol,Individual,Automatic,0
2023,17.09,31.34,91105,Diesel,,Manual,2
2016,20.64,31.36,138012,Petrol,Dealer,Automatic,0
2009,1.25,2.85,24196,Petrol,Individual,Manual,1
2010,10.3,15.24,7217,Diesel,Individual,Automatic,0
2003,9.97,21.27,20433,Petrol,Dealer,Automatic,1
2006,24.08,27.96,11934,Petrol,Dealer,Automatic,0
2014,12.68,15.51,55377,Petrol,Individual,Automatic,2
2005,6.66,15.1,27198,Petrol,Individual,Automatic,0
2015,42.29,49.17,197445,Petrol,Individual,Manual,1
2022,1.77,3.05,45357,Petrol,Individual,Manual,1
2008,29.38,49.46,48787,CNG,Individual,Manual,1
2013,1.67,3.34,158435,Diesel,Dealer,Automatic,0
2006,13.0,15.13,179531,Petrol,Individual,Automatic,2
2022,15.68,25.19,156091,Petrol,Trustmark Dealer,Automatic,1
2018,3.42,8.02,186999,Petrol,Dealer,Manual,1
